3.56,3.48,3.43,3.35,3.21,3.06,2.89,2.7,2.56,2.41,2.31,2.24,2.21
3.48,3.46,3.44,3.36,3.24,3.04,2.83,2.63,2.42,2.28,2.19,2.16,2.15
3.77,3.82,3.87,3.88,3.61,3.31,3.02,2.70,2.4,2.15,2.10,2.12,2.16
3.81,3.91,4.14,4.31,3.82,3.37,3.02,2.66,2.23,1.7,1.82,2.02,2.12
3.81,3.91,4.13,4.3,3.76,3.36,3.01,2.65,2.22,1.67,1.79,2.01,2.11
3.77,3.82,3.88,3.83,3.59,3.29,3,2.67,2.36,2.11,2.05,2.1,2.14
3.73,3.72,3.68,3.58,3.42,3.18,2.95,2.7,2.47,2.32,2.23,2.19,2.17
3.62,3.59,3.52,3.44,3.32,3.14,2.96,2.76,2.58,2.43,2.33,2.26,2.23
